,arrivalA,arrivalB,arrivalC,leaveC,waiting time,QtimeA,QtimeB,QtimeC,serviceTA,serviceTB,serviceTC,Qlen_A,QlenB0,QlenB1,QlenB2,QlenC0,QlenC1,QlenC2,choice,precheck
0,0.0,0.940683897848,64.5730110481,65.5670248135,65.5670248135,0.0,0.0,0.0,0.940683897848,63.6323271503,0.994013765381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.8162386557,14.1025405991,17.6797607742,33.5105511143,31.6943124586,0.0,0.0,0.0,12.2863019434,3.57722017501,15.8307903401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2,2.82697728228,26.435547757,37.2065746162,52.7460648587,49.9190875764,0.0,0.0,0.0,23.6085704747,10.7710268592,15.5394902425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3,7.12715392256,33.2454285402,34.4942989076,38.4488072458,31.3216533232,0.0,0.0,0.0,26.1182746176,1.24887036745,3.95450833815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,7.3385119619,8.57188900242,20.3206716659,37.6822288673,30.3437169054,0.0,0.0,0.0,1.23337704052,11.7487826635,17.3615572014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,8.12570784747,34.3123650993,45.0955480993,57.1821909556,49.0564831081,0.0,2.89420951689,7.65051675938,26.1866572518,7.88897348312,4.43612609689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
6,11.8993951306,22.4013061557,22.4607039878,32.3903701788,20.4909750481,0.0,0.0,0.0,10.5019110251,0.0593978320962,9.92966619095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,17.385720957,29.7191721957,53.3259547009,81.5749461026,64.1892251457,0.0,18.8148560311,0.0,12.3334512388,4.79192647413,28.2489914017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8,23.9065212076,25.0382505135,48.5340282268,50.3355353173,26.4290141097,0.0,0.0,0.0,1.13172930587,23.4957777133,1.80150709049,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
9,28.8019088604,36.2919202733,43.7393367142,58.4913314697,29.6894226093,0.0,2.23851041055,0.0,7.49001141299,5.20890603034,14.7519947554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,28.8817524637,29.5212426867,93.9745040856,96.3244526403,67.4427001767,0.0,35.0517683615,0.0,0.639490223015,29.4014930375,2.34994855468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,29.8526492302,34.8855213974,38.5304306839,40.9901638704,11.1375146402,3.39277930999,0.0,0.0,1.64009285721,3.64490928651,2.45973318654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12,31.0729622216,44.7097793178,76.8646983279,88.9142728597,57.8413106381,0.0,0.385768781538,0.0,13.6368170961,31.7691502286,12.0495745318,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
13,40.7338841282,50.1410311696,69.5393285347,70.6090965902,29.875212462,0.0,0.0,0.0,9.40714704147,19.398297365,1.06976805551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14,40.9152513164,64.6023095809,93.9745040856,112.67505877,71.7598074533,0.0,29.3721945047,2.34994855468,23.6870582645,0.0,16.3506061294,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,44.1433571965,56.7509413287,89.3110777105,93.1908420489,49.0474848524,0.0,15.960694922,0.0,12.6075841322,16.5994414598,3.87976433841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16,45.449734344,52.6177547587,72.7116362508,81.5911469516,36.1414126076,4.69129682565,16.921573776,0.0,2.47672358905,3.17230771611,8.87951070082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17,50.3467113379,63.3612951955,93.5645855309,99.1030725627,48.7563612249,2.27104342083,25.9497825151,0.0,10.7435404368,4.25350782042,5.53848703178,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18,51.6955742631,67.5214433737,98.7983546574,126.599152495,74.9035782314,5.05536706562,30.6601729195,12.5577220875,10.770502045,0.616738364156,15.2430757496,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
19,54.1174601841,54.7499407328,77.9431834595,84.6040865727,30.4866263887,0.0,0.0,3.63176264314,0.632480548793,23.1932427267,3.02914047007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20,60.6102118493,63.9180172966,98.1816162933,111.356076745,50.7458648956,2.75108334619,29.6465682344,0.921456269453,0.556722101096,4.61703076233,12.2530041822,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,68.3240928581,83.2359021061,116.494098173,117.243351134,48.9192582762,0.0,0.0,0.0,14.9118092479,33.2581960674,0.749252960876,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22,73.1638700963,87.0635598016,160.274229977,166.340533388,93.1766632915,0.0,29.4305383719,0.0,13.8996897053,43.7801318038,6.06630341049,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
23,73.8385912461,74.9051511928,105.562183564,130.569863607,56.7312723613,0.0,23.8932034646,21.0369689303,1.06655994669,6.76382890677,3.97071111286,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24,77.8973347303,115.345013723,135.826936297,173.220105543,95.3227708123,0.0,20.4819225742,5.81349871482,37.4476789929,0.0,31.5796705305,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25,82.2378773991,84.2125961094,96.4902823625,109.369489841,27.1316124416,0.0,0.0,0.0,1.97471871035,12.2776862531,12.8792074781,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
26,87.6928276283,95.5729967506,110.894908818,130.718550809,43.0257231804,0.0,9.98918681363,19.6749547891,7.8801691223,5.3327252541,0.148687201276,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
27,88.996683954,102.777799045,122.095858425,134.7199222,45.7232382459,6.57631279655,8.11710977373,8.62269238318,7.204802294,11.2009496072,4.00137139126,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
28,89.1324796411,114.631178218,116.455545417,124.584710058,35.452230417,0.0,0.0,0.0,25.4986985772,1.82436719877,8.12916464105,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
29,91.8102154345,110.32914299,125.528626813,140.493739393,48.6835239583,10.9675836101,11.7667154356,9.19129538645,7.55134394531,3.43276838799,5.77381719287,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
30,92.1750820234,110.375241981,121.124423189,133.661105831,41.4860238078,0.0,0.0,0.0,18.2001599576,10.7491812077,12.5366826425,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,99.2775545669,114.972733863,135.826936297,141.640435012,42.3628804452,11.0515884229,10.55589295,4.66680309547,4.64359087356,10.2983094838,1.14669561934,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,106.563237699,125.332199757,144.01318805,177.003270604,70.4400329046,8.40949616408,10.4947365402,29.2069174927,10.3594658937,8.18625175264,3.78316506137,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,108.006852768,129.677694193,151.656425457,177.296718078,69.289865309,7.33816095467,14.3354938565,25.3468451473,14.3326804703,7.64323740671,0.293447473532,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34,108.069684159,131.292496399,162.614659404,188.457237841,80.387553682,17.2625155984,27.4034359955,20.6224229229,5.96029664157,3.91872700974,5.2201555139,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
35,111.783885966,130.985509851,158.695932394,183.237082327,71.4531963607,17.8938082273,20.6709156054,18.6007856833,1.30781565782,7.03950693756,5.94036424933,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
36,117.449838513,138.735176651,183.368307136,223.738252131,106.288413618,13.5356713385,33.924433339,38.9263303345,7.74966679946,10.7086971458,1.44361466062,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
37,118.937242238,150.014293483,175.273898202,180.746662006,61.8094197684,0.0,10.2599364939,0.0,31.0770512453,14.9996682252,5.472763804,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
38,122.062075106,140.071514786,141.996781546,164.027460049,41.9653849423,0.0,0.0,0.0,18.00943968,1.92526675933,22.030678503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,126.906768801,131.303383787,165.166062299,221.719089162,94.8123203612,4.38572759812,31.3112756174,23.291175542,0.0108873878632,2.5514028948,33.261851321,2.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
40,130.202532829,137.36480574,172.65960999,222.29463747,92.0921046407,1.10085095724,27.8012565592,49.059479172,6.06142195297,7.49354769097,0.575548308296,2.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
41,131.160240435,139.485996735,187.114042429,223.885545429,92.7253049943,6.20456530488,43.8823104004,36.6242097017,2.12119099559,3.74573529335,0.147293298297,2.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
42,132.066595095,143.99997166,159.535198246,197.917233339,65.8506382439,0.0,15.5352265864,7.00457976506,11.9333765652,0.0,31.3774553273,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43,139.346969518,141.69478584,163.37935953,184.176643701,44.8296741826,0.0,0.0,0.0,2.34781632216,21.6845736896,20.7972841709,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
44,141.194444716,143.839413334,159.535198246,166.539778011,25.3453332951,0.0,0.0,4.49226180251,2.64496861797,15.6957849121,2.51231796254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,149.43815423,159.111440193,199.540758481,226.259268279,76.8211140491,0.0,28.0026022357,24.3447869477,9.67328596283,12.4267160524,2.37372285048,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
46,152.591433671,165.846214587,165.846214587,206.872206297,54.2807726261,0.0,0.0,18.3304291134,13.2547809164,0.0,22.6955625963,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
47,153.250909031,160.271030651,190.119457509,204.481483082,51.2305740511,0.0,0.0,7.79777582947,7.02012161974,29.8484268581,6.56424974381,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48,153.977841953,168.438014502,196.298750668,225.276676966,71.2988350127,0.0,0.0,10.5734556288,14.4601725485,27.8607361664,18.404470669,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0
49,154.356180295,161.751412319,199.969503373,239.833939057,85.4777587616,0.0,37.7893461625,26.2897649061,7.39523202372,0.428744892077,13.5746707772,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
50,161.050241186,185.292887698,222.203508545,248.531619774,87.4813785882,0.0,35.7486733773,20.9342782941,24.242646512,1.16194746975,5.39383293502,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
51,162.180807117,170.089443008,214.311135639,241.773981202,79.5931740848,0.0,29.8800603655,25.5228034174,7.90863589088,14.3416322659,1.94004214517,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
52,164.436380531,184.119447406,221.041561075,243.137786839,78.7014063079,5.65306247659,30.1916882334,20.7324201265,14.030004398,6.73042543606,1.36380563733,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
53,164.909132276,172.463193336,190.119457509,215.410160218,50.5010279414,0.0,17.6562641733,14.3620255733,7.55406105951,0.0,10.9286771353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
54,168.821094829,221.819254413,239.050786052,250.665500147,81.8444053176,15.2983525768,7.33692429383,11.5813245077,37.6998070075,9.89460734502,0.0333895866775,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
55,170.123820093,215.230138058,229.156178707,250.63211056,80.5082904667,15.1690676047,6.97337048693,19.375441067,29.9372503602,6.95267016216,2.10049078578,1.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
56,176.045175018,211.33000617,213.781927327,238.595080751,62.5499057332,0.0,0.0,9.0070708672,35.284831152,2.45192115759,15.8060825564,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
57,183.004015101,233.881021824,240.725297347,293.732529529,110.728514428,32.2261229571,6.84427552202,30.5085386717,18.6508837664,0.0,22.4986935105,2.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
58,192.522698528,215.543247583,226.89408141,288.754549328,96.2318508003,0.0,11.350833827,32.8426845011,23.0205490553,0.0,29.0177834169,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59,196.240984529,199.261707807,207.400410934,222.788998195,26.5480136651,0.0,0.0,8.00974928335,3.020723278,8.13870312682,7.37883797693,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,198.123443318,226.641831786,240.725297347,271.233836018,73.1103927007,23.6958110958,12.4089542666,9.94020280009,4.82257737223,1.67451129431,20.5683358716,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
