,arrivalA,arrivalB,arrivalC,leaveC,QtimeA,QtimeB,QtimeC,serviceTA,serviceTB,serviceTC,Qlen_A,QlenB0,QlenB1,QlenB2,QlenC0,QlenC1,QlenC2,choice,precheck
0,0.0,2.95340165912,35.3938343962,35.7486974436,0.0,0.0,0.0,2.95340165912,32.4404327371,0.354863047403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.925845346877,8.68139456142,30.3241208078,42.263073691,0.0,0.0,0.0,7.75554921454,21.6427262464,11.9389528832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.29868757653,4.0739542177,10.3535077326,12.4493525119,0.0,0.0,0.0,1.77526664117,6.27955351485,2.09584477931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,15.5953999418,29.560362212,99.375250773,99.6520785377,0.0,3.60593075453,0.0,13.9649622702,66.2089578064,0.276827764738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
4,15.7853284848,38.7660514639,43.4170977165,64.0210688365,0.0,0.0,12.1551593967,22.9807229791,4.65104625258,8.44881172336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,18.047086826,44.309437927,131.880492126,136.184568739,0.0,55.065812846,0.0,26.262351101,32.5052413533,4.30407661311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
6,19.8971252407,38.2901985689,65.5254217684,68.7682014425,0.0,0.0,0.0,18.3930733281,27.2352231995,3.24277967416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7,20.1242853688,22.7082771922,33.1662929665,37.332407374,0.0,0.0,0.0,2.5839918234,10.4580157744,4.1661144075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
8,23.8831487539,24.7688777917,51.6779434207,86.1836464939,0.0,5.55524301606,0.0,0.885729037844,21.3538226129,34.5057030732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,29.2677753086,32.2488986987,37.2864119219,42.2993992918,0.0,0.0,0.0,2.98112339013,5.03751322315,5.01298736985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,31.0115688999,34.8526355316,38.5909347295,55.5722571132,1.23732979883,2.43377639034,3.70846456222,2.60373683281,1.30452280764,13.2728578214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,34.1538302873,43.1098774521,132.129919359,147.788439458,0.0,35.9957183447,0.0,8.95604716476,53.0243235624,15.6585200991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,35.6867081705,41.539593311,104.680267686,116.691969597,0.0,23.9858284573,0.0,5.85288514053,39.1548459172,12.011701911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13,40.0155651134,40.4320951595,79.1055957968,87.6650021744,0.0,11.2458482612,7.07805069714,0.416530046119,27.4276523761,1.48135568045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,43.1857607843,43.254326466,47.3350507145,64.305114912,0.0,0.162771250476,16.686018122,0.0685656816818,3.91795299804,0.284046075502,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15,45.9222953797,52.1088183527,137.614198673,139.350101846,0.0,52.5714493328,0.0,6.18652297307,32.9339309869,1.73590317331,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16,50.6198527537,57.2094931468,65.1084172414,66.7310655627,0.0,0.0,0.0,6.58964039313,7.89892409453,1.62264832139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17,55.5353656853,70.4784286245,80.0935935183,91.0371716796,0.0,8.02634913828,0.219081628399,14.9430629392,1.58881575543,10.724496533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18,56.8348958745,58.293296094,75.6825482184,78.8404186368,0.374597272305,6.81512114732,0.0,1.08380294721,10.5741309771,3.1578704184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19,63.1431446013,69.8859585792,78.5047777628,80.3126751467,0.0,5.79658963925,0.335640873996,6.74281397785,2.8222295444,1.47225650983,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,65.458387077,67.6234899233,159.906783748,161.217643852,0.0,64.257002203,0.0,2.16510284632,28.026291622,1.31086010416,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
21,69.1040101584,77.3105691575,82.1598364106,101.775813344,0.781948420748,2.78302436073,8.87733526896,7.42461057835,2.06624289239,10.738641664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,71.3700354818,80.646755444,86.9060326863,103.731470694,0.0,1.51308096666,14.8697806574,9.27671996218,4.74619627564,1.95565734996,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
23,71.8097437812,84.9305239998,169.338591167,179.956935864,0.0,52.6836746727,0.0,13.1207802187,31.7243924942,10.6183446968,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24,73.3969275316,89.3107820658,190.924156249,197.162883838,0.0,70.5960016825,0.0,15.9138545342,31.017372501,6.23872758845,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
