,arrivalA,arrivalB,arrivalC,leaveC,QtimeA,QtimeB,QtimeC,serviceTA,serviceTB,serviceTC,Qlen_A,QlenB0,QlenB1,QlenB2,QlenC0,QlenC1,QlenC2,choice,precheck
0,0.0,2.95340165912,35.3938343962,35.7486974436,0.0,0.0,0.0,2.95340165912,32.4404327371,0.354863047403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.925845346877,8.68139456142,30.3241208078,42.263073691,0.0,0.0,0.0,7.75554921454,21.6427262464,11.9389528832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,2.29868757653,4.0739542177,10.3535077326,12.4493525119,0.0,0.0,0.0,1.77526664117,6.27955351485,2.09584477931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,15.5953999418,29.560362212,85.9068187292,86.1836464939,0.0,0.763758595768,0.0,13.9649622702,55.5826979214,0.276827764738,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4,15.7853284848,38.7660514639,45.374808809,53.8236205324,0.0,0.0,0.0,22.9807229791,6.60875734509,8.44881172336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,18.047086826,44.309437927,77.2736175183,81.5776941314,0.0,8.35924814792,0.0,26.262351101,24.6049314434,4.30407661311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
6,19.8971252407,38.2901985689,52.6686860749,55.9114657491,0.0,0.0,0.0,18.3930733281,14.378487506,3.24277967416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
7,20.1242853688,22.7082771922,33.1662929665,37.332407374,0.0,0.0,0.0,2.5839918234,10.4580157744,4.1661144075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
8,23.8831487539,24.7688777917,67.3739168942,101.879619967,0.0,10.6249566045,0.0,0.885729037844,31.980082498,34.5057030732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,29.2677753086,32.9658971978,85.9068187292,117.555749114,0.0,52.9409215314,0.276827764738,3.69812188919,0.0,31.3721026196,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
10,31.0710094728,33.6747463056,38.5913648394,44.0073345071,0.0,0.0,0.0,2.60373683281,4.91661853379,5.41596966772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,35.8454221959,40.7535999437,51.4786028046,57.4299397789,0.0,4.62120886534,2.34501772774,4.90817774779,6.10379399563,3.60631924653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12,37.7842611224,46.432290804,52.7978604003,66.3763038622,0.981790341488,5.04631200067,4.63207937857,7.66623934004,1.3192575957,8.94636408331,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
13,40.5840896105,41.0006196566,93.8449565169,103.360975648,0.0,26.3732972376,8.0346634505,0.416530046119,26.4710396227,1.48135568045,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
14,43.7542852815,51.0802096974,116.774629461,128.514790677,0.0,42.7647468195,0.0,7.32592441589,22.9296729438,11.7401612164,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
15,47.9553766739,68.5428418835,76.1465739546,89.2057740593,0.0,0.0,0.0,20.5874652095,7.60373207119,13.0592001047,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16,48.7891238674,51.48533913,85.9068187292,146.256700811,0.0,34.4214795992,31.6489303844,2.69621526259,0.0,28.7009516978,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
17,48.9954578667,85.7039274298,100.349822514,111.137551553,0.0,13.0172190786,9.62635810028,36.7084695631,1.62867600523,1.16137093954,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18,50.7495879193,62.618850756,85.5471637239,104.772459922,0.0,22.928312968,2.6061421189,11.8692628366,0.0,16.6191540789,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
19,54.6073232605,74.6868186122,91.0548613502,92.52711786,13.935518623,1.45975534242,0.0,6.14397672878,14.9082873955,1.47225650983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,56.9225657361,58.3339909439,85.5471637239,88.1533058428,0.0,18.9396265744,0.0,1.41142520778,8.27354620561,2.6061421189,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
21,57.2256028627,71.7618577676,116.774629461,136.999920731,0.0,45.0127716931,11.7401612164,14.5362549049,0.0,8.4851300537,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0
22,57.6943125067,81.3706508178,98.7211465084,109.976180614,16.9925061055,9.68421053237,0.0,6.68383220555,7.66628515827,11.2550341055,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23,61.5571360282,76.6390732821,141.967201963,143.853619307,0.0,40.1355561786,0.0,15.081937254,25.1925725026,1.88641734383,0.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0
24,64.0272565571,77.1480367757,107.472198982,156.875045508,0.0,8.75878195342,38.7845018294,13.1207802187,21.5653802528,10.6183446968,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0
25,65.6144403075,81.5282948417,147.991279797,154.230007385,0.0,4.01886888222,0.0,15.9138545342,62.444116073,6.23872758845,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0
26,66.1023390569,84.6559606349,159.36235149,179.223302053,0.0,57.3112413283,0.0,18.553621578,17.3951495269,19.8609505626,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
27,67.0294435601,82.8841991208,168.181424196,169.382846884,4.73241420746,65.1070806762,0.0,11.1223413532,20.1901443987,1.20142268843,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0
28,67.8903759416,89.0063375041,137.412748313,175.866865898,8.74869734051,19.9855216747,37.5378549929,12.367264222,28.4208891345,0.916262591601,1.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0
29,75.3457141535,89.077358688,111.25242927,122.574279101,6.02493666427,11.2724638256,0.0,7.70670787024,10.9026067566,11.321849831,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,75.3936440832,88.505397891,108.991859179,174.950603306,1.75439269253,18.966801091,47.8831863293,11.3573611152,1.51966019691,18.0755577982,1.0,3.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0
